order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,channel,order_status,city,state,gross_sales,discount_amount,net_revenue
O500034,2025-10-14,C101877,P2023,2,1572.03,0,Phone,Completed,Chennai,Tamil Nadu,3144.06,0.0,3144.06
O500035,2025-09-24,C100400,P2064,3,433.34,10,Mobile App,Completed,Surat,Gujarat,1300.02,130.002,1170.018
O500036,2024-03-13,C101452,P2014,2,188.52,5,Web,Completed,Chennai,Tamil Nadu,377.04,18.852,358.18800000000005
O500037,2023-09-29,C100900,P2022,4,949.88,0,Web,Completed,Delhi,Delhi,3799.52,0.0,3799.52
O500038,2024-05-29,C100099,P2058,1,959.31,10,Web,Completed,Surat,Gujarat,959.31,95.931,863.3789999999999
O500039,2023-12-30,C101082,P2071,1,963.87,10,Phone,Returned,Jaipur,Rajasthan,963.87,96.387,867.483
O500040,2025-08-23,C101152,P2069,2,237.39,0,Web,Completed,Pune,Maharashtra,474.78,0.0,474.78
O500041,2024-01-08,C101782,P2053,1,248.99,0,Mobile App,Completed,Hyderabad,Telangana,248.99,0.0,248.99
O500042,2025-05-11,C101245,P2043,1,167.44,0,Web,Completed,Kolkata,West Bengal,167.44,0.0,167.44
O500043,2024-01-22,C100677,P2063,1,319.46,0,Mobile App,Completed,Bengaluru,Karnataka,319.46,0.0,319.46
O500044,2024-02-18,C101064,P2092,1,307.01,0,Web,Completed,Mumbai,Maharashtra,307.01,0.0,307.01
O500045,2024-08-19,C101997,P2094,1,614.34,5,Web,Completed,Ahmedabad,Gujarat,614.34,30.717000000000002,583.623
O500046,2023-11-09,C101650,P2017,2,1673.61,0,Mobile App,Completed,Mumbai,Maharashtra,3347.22,0.0,3347.22
O500047,2025-05-16,C100172,P2071,1,963.87,0,Web,Completed,Mumbai,Maharashtra,963.87,0.0,963.87
O500048,2024-05-31,C101745,P2017,1,1673.61,0,Web,Completed,Delhi,Delhi,1673.61,0.0,1673.61
O500049,2023-06-21,C100112,P2041,1,902.21,0,Web,Returned,Chennai,Tamil Nadu,902.21,0.0,902.21
O500050,2025-01-31,C101367,P2024,1,280.64,0,Web,Completed,Delhi,Delhi,280.64,0.0,280.64
O500051,2025-03-01,C101382,P2006,1,903.3,0,Web,Returned,Kolkata,West Bengal,903.3,0.0,903.3
O500052,2023-11-16,C101499,P2022,3,949.88,0,Web,Completed,Hyderabad,Telangana,2849.64,0.0,2849.64
O500053,2024-08-22,C101956,P2049,2,759.24,0,Mobile App,Completed,Surat,Gujarat,1518.48,0.0,1518.48
O500054,2025-03-16,C101268,P2086,1,1070.33,10,Mobile App,Completed,Hyderabad,Telangana,1070.33,107.033,963.2969999999999
O500055,2023-10-15,C101834,P2053,2,248.99,15,Web,Completed,Kolkata,West Bengal,497.98,74.697,423.283
O500056,2025-07-17,C100803,P2092,1,307.01,15,Web,Completed,Mumbai,Maharashtra,307.01,46.0515,260.9585
O500057,2025-08-25,C101221,P2094,2,614.34,0,Mobile App,Completed,Kolkata,West Bengal,1228.68,0.0,1228.68
O500058,2023-05-29,C101165,P2000,1,1120.19,0,Mobile App,Completed,Ahmedabad,Gujarat,1120.19,0.0,1120.19
O500059,2025-10-01,C101511,P2001,1,1444.62,0,Web,Completed,Pune,Maharashtra,1444.62,0.0,1444.62
O500060,2024-06-29,C100314,P2099,3,59.16,0,Mobile App,Completed,Kolkata,West Bengal,177.48,0.0,177.48
O500061,2024-08-18,C100129,P2074,1,1491.56,0,Mobile App,Completed,Bengaluru,Karnataka,1491.56,0.0,1491.56
O500062,2023-02-26,C101907,P2040,1,751.04,0,Web,Completed,Chennai,Tamil Nadu,751.04,0.0,751.04
O500063,2024-01-31,C101808,P2037,1,1253.02,0,Web,Completed,Ahmedabad,Gujarat,1253.02,0.0,1253.02
O500064,2025-10-12,C100700,P2067,4,239.35,0,Web,Completed,Pune,Maharashtra,957.4,0.0,957.4
O500065,2024-09-19,C101005,P2042,4,1410.38,0,Mobile App,Completed,Chennai,Tamil Nadu,5641.52,0.0,5641.52
O500066,2024-01-18,C101057,P2038,1,1890.31,0,Mobile App,Completed,Ahmedabad,Gujarat,1890.31,0.0,1890.31
O500067,2024-07-21,C101620,P2068,1,1683.99,0,Mobile App,Completed,Hyderabad,Telangana,1683.99,0.0,1683.99
O500068,2024-05-21,C100821,P2085,2,567.51,15,Web,Completed,Hyderabad,Telangana,1135.02,170.253,964.767
O500069,2024-05-09,C101904,P2051,2,905.27,20,Phone,Completed,Chennai,Tamil Nadu,1810.54,362.108,1448.432
O500070,2024-03-17,C101901,P2089,4,1862.13,0,Web,Returned,Mumbai,Maharashtra,7448.52,0.0,7448.52
O500071,2024-01-09,C100438,P2091,1,1351.45,0,Mobile App,Completed,Ahmedabad,Gujarat,1351.45,0.0,1351.45
O500072,2024-02-21,C101541,P2038,1,1890.31,0,Mobile App,Completed,Pune,Maharashtra,1890.31,0.0,1890.31
O500073,2023-10-29,C100877,P2094,1,614.34,0,Mobile App,Completed,Bengaluru,Karnataka,614.34,0.0,614.34
O500074,2024-09-30,C101882,P2022,3,949.88,5,Mobile App,Returned,Ahmedabad,Gujarat,2849.64,142.482,2707.158
O500075,2025-04-26,C100389,P2021,1,1608.36,15,Phone,Completed,Jaipur,Rajasthan,1608.36,241.25399999999996,1367.106
O500076,2023-06-12,C101926,P2024,1,280.64,0,Web,Completed,Delhi,Delhi,280.64,0.0,280.64
O500077,2024-12-27,C101780,P2034,1,86.64,10,Phone,Completed,Surat,Gujarat,86.64,8.664,77.976
O500078,2024-02-23,C101722,P2064,1,433.34,10,Web,Completed,Bengaluru,Karnataka,433.34,43.334,390.006
O500079,2024-02-20,C101202,P2023,1,1572.03,0,Web,Completed,Ahmedabad,Gujarat,1572.03,0.0,1572.03
O500080,2024-03-31,C100248,P2061,1,265.23,0,Mobile App,Completed,Kolkata,West Bengal,265.23,0.0,265.23
O500081,2025-09-05,C100888,P2023,2,1572.03,0,Web,Completed,Delhi,Delhi,3144.06,0.0,3144.06
O500082,2023-08-01,C101727,P2006,1,903.3,5,Mobile App,Completed,Surat,Gujarat,903.3,45.165,858.135
O500083,2025-03-25,C100078,P2089,1,1862.13,0,Mobile App,Completed,Delhi,Delhi,1862.13,0.0,1862.13
O500084,2024-11-05,C101616,P2095,1,407.22,0,Mobile App,Completed,Delhi,Delhi,407.22,0.0,407.22
O500085,2024-06-02,C101808,P2075,1,126.42,15,Web,Completed,Bengaluru,Karnataka,126.42,18.963,107.457
O500086,2023-03-18,C100301,P2072,1,1954.68,5,Web,Completed,Kolkata,West Bengal,1954.68,97.73400000000001,1856.9460000000001
O500087,2023-08-17,C101323,P2045,1,1357.74,5,Mobile App,Returned,Hyderabad,Telangana,1357.74,67.887,1289.853
O500088,2023-01-17,C100204,P2012,1,1157.69,5,Web,Returned,Pune,Maharashtra,1157.69,57.8845,1099.8055
O500089,2023-03-01,C101000,P2016,1,89.43,10,Web,Completed,Hyderabad,Telangana,89.43,8.943000000000001,80.48700000000001
O500090,2025-05-27,C101174,P2066,1,1650.94,0,Web,Completed,Kolkata,West Bengal,1650.94,0.0,1650.94
O500091,2023-07-12,C101243,P2028,1,1067.6,0,Mobile App,Completed,Jaipur,Rajasthan,1067.6,0.0,1067.6
O500092,2025-01-08,C101167,P2056,1,1323.56,20,Mobile App,Completed,Jaipur,Rajasthan,1323.56,264.712,1058.848
O500093,2025-09-04,C100587,P2012,1,1157.69,15,Mobile App,Returned,Bengaluru,Karnataka,1157.69,173.6535,984.0365
O500094,2025-09-02,C100856,P2012,1,1157.69,0,Web,Returned,Kolkata,West Bengal,1157.69,0.0,1157.69
O500095,2024-03-21,C101926,P2091,1,1351.45,10,Web,Completed,Bengaluru,Karnataka,1351.45,135.145,1216.305
O500096,2023-10-14,C100364,P2088,1,1173.1,0,Web,Completed,Chennai,Tamil Nadu,1173.1,0.0,1173.1
O500097,2024-01-24,C100564,P2086,1,1070.33,0,Web,Completed,Hyderabad,Telangana,1070.33,0.0,1070.33
O500098,2025-04-17,C100346,P2057,2,543.92,5,Web,Completed,Hyderabad,Telangana,1087.84,54.391999999999996,1033.4479999999999
O500099,2025-10-29,C101118,P2012,1,1157.69,0,Web,Cancelled,Delhi,Delhi,1157.69,0.0,1157.69
O500100,2023-11-01,C100811,P2001,1,1444.62,5,Web,Completed,Mumbai,Maharashtra,1444.62,72.231,1372.389
O500101,2024-09-08,C100386,P2043,1,167.44,0,Web,Completed,Pune,Maharashtra,167.44,0.0,167.44
O500102,2024-08-20,C101811,P2031,1,1559.76,20,Web,Completed,Hyderabad,Telangana,1559.76,311.952,1247.808
O500103,2024-05-04,C101896,P2054,1,457.31,5,Web,Cancelled,Jaipur,Rajasthan,457.31,22.8655,434.4445
O500104,2024-05-12,C100253,P2042,2,1410.38,5,Mobile App,Cancelled,Delhi,Delhi,2820.76,141.038,2679.722
O500105,2025-08-10,C100986,P2077,2,284.38,5,Web,Completed,Ahmedabad,Gujarat,568.76,28.438000000000002,540.322
O500106,2023-05-29,C100608,P2031,1,1559.76,0,Web,Completed,Pune,Maharashtra,1559.76,0.0,1559.76
O500107,2025-09-30,C101784,P2091,1,1351.45,0,Web,Completed,Mumbai,Maharashtra,1351.45,0.0,1351.45
O500108,2025-07-10,C100706,P2042,3,1410.38,20,Web,Completed,Bengaluru,Karnataka,4231.14,846.2280000000001,3384.9120000000003
O500109,2023-09-29,C100183,P2071,1,963.87,5,Mobile App,Completed,Chennai,Tamil Nadu,963.87,48.1935,915.6765
O500110,2024-09-26,C101932,P2058,1,959.31,0,Web,Completed,Mumbai,Maharashtra,959.31,0.0,959.31
O500111,2023-05-22,C101621,P2079,1,281.52,0,Web,Cancelled,Bengaluru,Karnataka,281.52,0.0,281.52
O500112,2024-07-20,C101753,P2018,2,1567.41,0,Web,Completed,Surat,Gujarat,3134.82,0.0,3134.82
O500113,2024-06-28,C101161,P2043,1,167.44,0,Mobile App,Completed,Ahmedabad,Gujarat,167.44,0.0,167.44
O500114,2024-06-27,C101729,P2088,1,1173.1,5,Web,Completed,Delhi,Delhi,1173.1,58.655,1114.445
O500115,2025-02-06,C101620,P2049,2,759.24,0,Web,Completed,Chennai,Tamil Nadu,1518.48,0.0,1518.48
O500116,2024-07-03,C100958,P2036,1,1243.59,0,Mobile App,Completed,Mumbai,Maharashtra,1243.59,0.0,1243.59
O500117,2024-12-29,C100828,P2003,2,1112.52,5,Phone,Completed,Ahmedabad,Gujarat,2225.04,111.25200000000001,2113.788
O500118,2025-07-24,C101661,P2014,1,188.52,0,Web,Completed,Bengaluru,Karnataka,188.52,0.0,188.52
O500119,2024-05-25,C101652,P2038,1,1890.31,0,Web,Completed,Hyderabad,Telangana,1890.31,0.0,1890.31
O500120,2024-06-02,C100609,P2077,1,284.38,0,Web,Completed,Bengaluru,Karnataka,284.38,0.0,284.38
O500121,2023-07-26,C101001,P2056,1,1323.56,0,Web,Completed,Mumbai,Maharashtra,1323.56,0.0,1323.56
O500122,2023-10-17,C101247,P2041,1,902.21,10,Web,Completed,Bengaluru,Karnataka,902.21,90.221,811.989
O500123,2023-12-01,C100848,P2003,1,1112.52,0,Web,Completed,Chennai,Tamil Nadu,1112.52,0.0,1112.52
O500124,2025-04-26,C101743,P2022,3,949.88,0,Mobile App,Completed,Jaipur,Rajasthan,2849.64,0.0,2849.64
O500125,2025-08-02,C101653,P2020,1,1958.31,20,Mobile App,Completed,Delhi,Delhi,1958.31,391.66200000000003,1566.648
O500126,2024-09-29,C100862,P2096,1,1193.7,0,Web,Completed,Surat,Gujarat,1193.7,0.0,1193.7
O500127,2025-03-01,C101768,P2057,1,543.92,0,Web,Completed,Surat,Gujarat,543.92,0.0,543.92
O500128,2023-05-02,C101314,P2099,3,59.16,0,Web,Completed,Bengaluru,Karnataka,177.48,0.0,177.48
O500129,2023-06-28,C101858,P2053,2,248.99,5,Phone,Completed,Hyderabad,Telangana,497.98,24.899,473.081
O500130,2024-03-21,C100270,P2088,1,1173.1,15,Web,Completed,Surat,Gujarat,1173.1,175.96499999999997,997.135
O500131,2025-08-01,C100736,P2075,1,126.42,0,Web,Completed,Bengaluru,Karnataka,126.42,0.0,126.42
O500132,2025-07-18,C101665,P2010,1,1593.86,0,Web,Completed,Delhi,Delhi,1593.86,0.0,1593.86
O500133,2025-09-20,C100496,P2014,4,188.52,0,Phone,Completed,Kolkata,West Bengal,754.08,0.0,754.08
O500134,2025-02-24,C100979,P2091,1,1351.45,0,Web,Returned,Kolkata,West Bengal,1351.45,0.0,1351.45
O500135,2024-03-14,C100056,P2048,1,665.09,0,Mobile App,Completed,Hyderabad,Telangana,665.09,0.0,665.09
O500136,2023-09-17,C100541,P2045,1,1357.74,10,Mobile App,Completed,Jaipur,Rajasthan,1357.74,135.774,1221.966
O500137,2023-10-10,C100517,P2056,1,1323.56,0,Web,Completed,Surat,Gujarat,1323.56,0.0,1323.56
O500138,2024-11-27,C101535,P2004,1,876.13,0,Web,Cancelled,Chennai,Tamil Nadu,876.13,0.0,876.13
O500139,2025-09-11,C101789,P2057,1,543.92,0,Web,Completed,Pune,Maharashtra,543.92,0.0,543.92
O500140,2023-04-19,C101867,P2028,1,1067.6,0,Web,Completed,Ahmedabad,Gujarat,1067.6,0.0,1067.6
O500141,2025-03-23,C100030,P2066,3,1650.94,0,Mobile App,Completed,Jaipur,Rajasthan,4952.82,0.0,4952.82
O500142,2024-05-18,C101494,P2050,1,1161.88,0,Mobile App,Completed,Hyderabad,Telangana,1161.88,0.0,1161.88
O500143,2023-12-16,C100439,P2072,1,1954.68,0,Mobile App,Completed,Hyderabad,Telangana,1954.68,0.0,1954.68
O500144,2024-09-17,C100601,P2020,1,1958.31,0,Web,Completed,Bengaluru,Karnataka,1958.31,0.0,1958.31
O500145,2025-09-11,C101487,P2091,1,1351.45,10,Mobile App,Completed,Chennai,Tamil Nadu,1351.45,135.145,1216.305
O500146,2024-12-28,C100408,P2015,1,219.9,5,Mobile App,Completed,Hyderabad,Telangana,219.9,10.995000000000001,208.905
O500147,2024-09-10,C101507,P2048,3,665.09,0,Web,Completed,Bengaluru,Karnataka,1995.27,0.0,1995.27
O500148,2024-07-15,C100618,P2032,1,939.49,0,Mobile App,Completed,Jaipur,Rajasthan,939.49,0.0,939.49
O500149,2025-08-05,C101695,P2021,2,1608.36,0,Web,Completed,Pune,Maharashtra,3216.72,0.0,3216.72
O500150,2025-08-10,C100056,P2085,2,567.51,0,Mobile App,Completed,Delhi,Delhi,1135.02,0.0,1135.02
O500151,2025-03-24,C101686,P2023,1,1572.03,0,Web,Completed,Pune,Maharashtra,1572.03,0.0,1572.03
O500152,2025-09-15,C100843,P2010,3,1593.86,0,Web,Completed,Delhi,Delhi,4781.58,0.0,4781.58
O500153,2025-10-04,C101385,P2072,1,1954.68,0,Mobile App,Completed,Kolkata,West Bengal,1954.68,0.0,1954.68
O500154,2025-08-17,C101097,P2008,1,1929.14,0,Web,Completed,Kolkata,West Bengal,1929.14,0.0,1929.14
O500155,2024-08-11,C100663,P2095,1,407.22,0,Mobile App,Completed,Ahmedabad,Gujarat,407.22,0.0,407.22
O500156,2025-04-07,C101142,P2091,1,1351.45,0,Mobile App,Completed,Jaipur,Rajasthan,1351.45,0.0,1351.45
O500157,2024-05-05,C101626,P2012,2,1157.69,5,Web,Completed,Bengaluru,Karnataka,2315.38,115.769,2199.611
O500158,2024-08-06,C101659,P2020,1,1958.31,0,Web,Completed,Jaipur,Rajasthan,1958.31,0.0,1958.31
O500159,2024-09-26,C101204,P2077,2,284.38,5,Web,Completed,Mumbai,Maharashtra,568.76,28.438000000000002,540.322
O500160,2025-06-11,C101790,P2056,1,1323.56,0,Web,Completed,Chennai,Tamil Nadu,1323.56,0.0,1323.56
O500161,2025-09-01,C100437,P2068,1,1683.99,0,Web,Completed,Mumbai,Maharashtra,1683.99,0.0,1683.99
O500162,2025-08-18,C101010,P2009,1,797.71,20,Web,Completed,Mumbai,Maharashtra,797.71,159.54200000000003,638.168
O500163,2024-11-25,C101328,P2006,1,903.3,0,Mobile App,Completed,Jaipur,Rajasthan,903.3,0.0,903.3
O500164,2025-02-09,C100385,P2021,1,1608.36,0,Mobile App,Completed,Ahmedabad,Gujarat,1608.36,0.0,1608.36
O500165,2025-06-24,C101545,P2084,2,1154.87,0,Mobile App,Completed,Kolkata,West Bengal,2309.74,0.0,2309.74
O500166,2025-08-20,C101066,P2037,1,1253.02,0,Web,Completed,Jaipur,Rajasthan,1253.02,0.0,1253.02
O500167,2025-06-18,C101516,P2072,1,1954.68,0,Web,Completed,Delhi,Delhi,1954.68,0.0,1954.68
O500168,2023-09-19,C100307,P2047,1,301.41,0,Mobile App,Completed,Surat,Gujarat,301.41,0.0,301.41
O500169,2024-04-01,C101654,P2000,2,1120.19,0,Mobile App,Completed,Jaipur,Rajasthan,2240.38,0.0,2240.38
O500170,2023-12-22,C100684,P2083,3,1400.32,0,Web,Completed,Chennai,Tamil Nadu,4200.96,0.0,4200.96
O500171,2024-05-06,C101831,P2069,1,237.39,0,Mobile App,Completed,Kolkata,West Bengal,237.39,0.0,237.39
O500172,2023-12-25,C101189,P2038,1,1890.31,0,Web,Completed,Mumbai,Maharashtra,1890.31,0.0,1890.31
O500173,2024-04-07,C101175,P2052,1,1977.33,5,Web,Completed,Hyderabad,Telangana,1977.33,98.8665,1878.4634999999998
O500174,2025-04-13,C100145,P2042,1,1410.38,15,Web,Cancelled,Chennai,Tamil Nadu,1410.38,211.55700000000002,1198.823
O500175,2023-11-28,C101692,P2098,1,1666.43,0,Web,Completed,Hyderabad,Telangana,1666.43,0.0,1666.43
O500176,2025-09-03,C101680,P2012,2,1157.69,5,Web,Returned,Chennai,Tamil Nadu,2315.38,115.769,2199.611
O500177,2024-09-21,C101155,P2019,2,1746.52,10,Web,Completed,Hyderabad,Telangana,3493.04,349.30400000000003,3143.736
O500178,2023-02-17,C100078,P2092,1,307.01,0,Web,Completed,Mumbai,Maharashtra,307.01,0.0,307.01
O500179,2023-07-22,C101714,P2082,1,175.09,15,Web,Completed,Jaipur,Rajasthan,175.09,26.2635,148.8265
O500180,2024-12-18,C101861,P2051,1,905.27,0,Mobile App,Completed,Mumbai,Maharashtra,905.27,0.0,905.27
O500181,2025-08-03,C100884,P2029,1,858.59,0,Web,Returned,Pune,Maharashtra,858.59,0.0,858.59
O500182,2024-12-09,C101167,P2059,1,526.63,0,Web,Completed,Chennai,Tamil Nadu,526.63,0.0,526.63
O500183,2024-07-09,C101664,P2000,1,1120.19,0,Web,Completed,Bengaluru,Karnataka,1120.19,0.0,1120.19
O500184,2024-01-12,C101413,P2073,1,1229.45,5,Mobile App,Completed,Ahmedabad,Gujarat,1229.45,61.472500000000004,1167.9775
O500185,2025-07-10,C101101,P2008,1,1929.14,0,Phone,Completed,Mumbai,Maharashtra,1929.14,0.0,1929.14
O500186,2024-09-02,C101369,P2005,1,1309.49,15,Phone,Completed,Delhi,Delhi,1309.49,196.4235,1113.0665
O500187,2024-05-10,C100260,P2050,1,1161.88,0,Web,Completed,Pune,Maharashtra,1161.88,0.0,1161.88
O500188,2023-09-21,C101224,P2022,1,949.88,5,Mobile App,Completed,Kolkata,West Bengal,949.88,47.494,902.386
O500189,2024-07-26,C101333,P2070,1,1954.1,10,Web,Returned,Delhi,Delhi,1954.1,195.41,1758.6899999999998
O500190,2024-02-13,C100061,P2005,1,1309.49,0,Web,Completed,Pune,Maharashtra,1309.49,0.0,1309.49
O500191,2024-01-08,C100830,P2036,1,1243.59,10,Mobile App,Completed,Bengaluru,Karnataka,1243.59,124.359,1119.231
O500192,2025-03-20,C101724,P2048,1,665.09,0,Web,Completed,Mumbai,Maharashtra,665.09,0.0,665.09
O500193,2023-07-01,C101373,P2040,1,751.04,15,Mobile App,Completed,Pune,Maharashtra,751.04,112.65599999999999,638.384
O500194,2023-01-07,C101062,P2025,3,1297.85,0,Web,Completed,Surat,Gujarat,3893.5499999999997,0.0,3893.5499999999997
O500195,2023-08-08,C101662,P2045,1,1357.74,20,Mobile App,Completed,Jaipur,Rajasthan,1357.74,271.548,1086.192
O500196,2024-06-26,C100503,P2086,2,1070.33,0,Phone,Completed,Mumbai,Maharashtra,2140.66,0.0,2140.66
O500197,2025-01-07,C100850,P2063,1,319.46,5,Mobile App,Completed,Surat,Gujarat,319.46,15.972999999999999,303.48699999999997
O500198,2024-05-15,C101995,P2080,1,670.07,10,Mobile App,Completed,Mumbai,Maharashtra,670.07,67.007,603.0630000000001
O500199,2025-05-02,C101715,P2025,1,1297.85,15,Mobile App,Completed,Hyderabad,Telangana,1297.85,194.67749999999998,1103.1725
O500200,2024-03-16,C100937,P2093,3,1446.84,0,Mobile App,Cancelled,Bengaluru,Karnataka,4340.5199999999995,0.0,4340.5199999999995
O500201,2025-05-21,C101163,P2025,1,1297.85,0,Web,Completed,Kolkata,West Bengal,1297.85,0.0,1297.85
O500202,2023-12-05,C100073,P2025,1,1297.85,0,Web,Completed,Delhi,Delhi,1297.85,0.0,1297.85
O500203,2024-02-10,C100601,P2096,1,1193.7,0,Mobile App,Completed,Hyderabad,Telangana,1193.7,0.0,1193.7
O500204,2024-11-13,C100675,P2093,2,1446.84,15,Web,Completed,Chennai,Tamil Nadu,2893.68,434.05199999999996,2459.6279999999997
O500205,2025-10-29,C101626,P2018,4,1567.41,5,Web,Completed,Bengaluru,Karnataka,6269.64,313.482,5956.158
O500206,2023-01-14,C101180,P2092,1,307.01,15,Web,Completed,Pune,Maharashtra,307.01,46.0515,260.9585
O500207,2024-03-01,C100564,P2007,3,1788.96,5,Web,Completed,Pune,Maharashtra,5366.88,268.344,5098.536
O500208,2023-08-06,C101633,P2014,1,188.52,0,Mobile App,Completed,Jaipur,Rajasthan,188.52,0.0,188.52
O500209,2024-06-25,C101996,P2063,1,319.46,0,Web,Completed,Bengaluru,Karnataka,319.46,0.0,319.46
O500210,2023-03-19,C101622,P2048,1,665.09,0,Web,Completed,Kolkata,West Bengal,665.09,0.0,665.09
O500211,2025-09-28,C100839,P2097,1,89.21,10,Web,Completed,Pune,Maharashtra,89.21,8.921,80.28899999999999
O500212,2025-04-26,C100263,P2071,1,963.87,0,Mobile App,Completed,Ahmedabad,Gujarat,963.87,0.0,963.87
O500213,2023-03-04,C101809,P2079,1,281.52,0,Mobile App,Returned,Hyderabad,Telangana,281.52,0.0,281.52
O500214,2024-03-20,C101882,P2005,1,1309.49,0,Web,Cancelled,Jaipur,Rajasthan,1309.49,0.0,1309.49
O500215,2025-03-14,C101074,P2029,1,858.59,0,Mobile App,Completed,Kolkata,West Bengal,858.59,0.0,858.59
O500216,2025-04-01,C101050,P2051,3,905.27,5,Web,Completed,Ahmedabad,Gujarat,2715.81,135.7905,2580.0195
O500217,2024-05-28,C100459,P2073,2,1229.45,5,Mobile App,Completed,Delhi,Delhi,2458.9,122.94500000000001,2335.955
O500218,2025-06-15,C101106,P2014,3,188.52,0,Web,Completed,Bengaluru,Karnataka,565.5600000000001,0.0,565.5600000000001
O500219,2024-11-20,C101801,P2021,1,1608.36,0,Web,Completed,Chennai,Tamil Nadu,1608.36,0.0,1608.36
O500220,2024-03-29,C100057,P2040,3,751.04,10,Mobile App,Completed,Delhi,Delhi,2253.12,225.312,2027.808
O500221,2024-05-05,C100268,P2079,1,281.52,10,Web,Completed,Surat,Gujarat,281.52,28.152,253.368
O500222,2023-04-21,C101267,P2023,2,1572.03,10,Web,Completed,Surat,Gujarat,3144.06,314.406,2829.654
